Timestamp,Subject_ID,Chat_ID,Phase_ID,Scenario,Trigger_Type,Recovery_Time_ms,Migration_Time_ms,Tokens,Rounds,Input_Length
2026-06-15T00:44:01.666100,9,chat_1781455343115_cgwkrc,,A,manual_enter,0,0,11,1,8
2026-06-15T00:44:06.040195,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,20,2,8
2026-06-15T00:44:07.791029,9,chat_1781455343115_cgwkrc,,A,manual_enter,0,0,29,3,8
2026-06-15T00:44:09.351079,9,chat_1781455343115_cgwkrc,,A,manual_enter,0,0,38,4,8
2026-06-15T00:44:11.015974,9,chat_1781455343115_cgwkrc,,A,manual_enter,0,0,47,5,8
2026-06-15T00:44:13.690095,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,56,6,8
2026-06-15T00:44:15.959942,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,65,7,8
2026-06-15T00:44:17.802137,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,63,7,8
2026-06-15T00:44:20.460961,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,63,7,8
2026-06-15T00:44:22.238685,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,63,7,8
2026-06-15T00:44:24.419937,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,63,7,8
2026-06-15T00:44:26.173880,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,63,7,8
2026-06-15T00:44:28.148772,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,63,7,8
2026-06-15T00:44:29.858708,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,63,7,8
2026-06-15T00:44:31.686960,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,63,7,8
2026-06-15T00:44:33.482749,9,chat_1781455343115_cgwkrc,,A,manual_button,0,0,63,7,8
2026-06-15T00:44:37.618787,9,chat_1781455343115_30up6g,,B,manual_button,0,0,9,1,8
2026-06-15T00:44:49.748766,9,chat_1781455343115_30up6g,,B,manual_voice_submit,0,0,428,2,10
2026-06-15T00:44:53.686998,9,chat_1781455343115_30up6g,,B,manual_button,0,0,437,3,8
2026-06-15T01:08:49.114888,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_enter,0,0,12,1,8
2026-06-15T01:08:52.518022,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_enter,0,0,21,2,8
2026-06-15T01:08:53.779408,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_enter,0,0,30,3,8
2026-06-15T01:08:55.069527,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_enter,0,0,39,4,8
2026-06-15T01:08:56.333207,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_enter,0,0,48,5,8
2026-06-15T01:08:57.962771,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_enter,0,0,57,6,8
2026-06-15T01:09:00.397973,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,66,7,8
2026-06-15T01:09:02.312949,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,75,8,8
2026-06-15T01:09:04.297160,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,84,9,8
2026-06-15T01:09:06.036876,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,93,10,8
2026-06-15T01:09:09.441956,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,102,11,8
2026-06-15T01:09:11.034027,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,111,12,8
2026-06-15T01:09:12.445411,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,120,13,8
2026-06-15T01:09:14.076362,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,129,14,8
2026-06-15T01:09:15.544802,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,138,15,8
2026-06-15T01:09:17.060479,P_QUAL_TEST_001,chat_1781456809509_qdjh38,,B,manual_button,0,0,147,16,8
2026-06-15T01:09:21.795539,P_QUAL_TEST_001,chat_1781456809509_u6k406,,A,manual_button,0,0,9,1,8
2026-06-15T01:09:24.224684,P_QUAL_TEST_001,chat_1781456809509_u6k406,,A,manual_button,0,0,18,2,8
2026-06-15T01:13:57.112105,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_enter,0,0,12,1,8
2026-06-15T01:14:00.096956,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,21,2,8
2026-06-15T01:14:01.605618,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,30,3,8
2026-06-15T01:14:03.232909,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,39,4,8
2026-06-15T01:14:04.574762,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,48,5,8
2026-06-15T01:14:05.993403,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,57,6,8
2026-06-15T01:14:08.015133,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,66,7,8
2026-06-15T01:14:09.359174,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,75,8,8
2026-06-15T01:14:10.817430,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,84,9,8
2026-06-15T01:14:12.064889,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,93,10,8
2026-06-15T01:14:13.739255,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,102,11,8
2026-06-15T01:14:15.106852,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,111,12,8
2026-06-15T01:14:16.743615,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,120,13,8
2026-06-15T01:14:18.059831,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,129,14,8
2026-06-15T01:14:19.372677,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,138,15,8
2026-06-15T01:14:20.961624,P_QUAL_TEST_001,chat_1781457218014_hd4pw4,,B,manual_button,0,0,147,16,8
2026-06-15T01:14:24.852114,P_QUAL_TEST_001,chat_1781457218014_8464bt,,A,manual_button,0,0,9,1,8
2026-06-15T01:14:26.683185,P_QUAL_TEST_001,chat_1781457218014_8464bt,,A,manual_button,0,0,18,2,8
2026-06-15T02:25:15.738782,P_ECHO_FIX_TEST_001,chat_1781461430045_5aix9e,,B,manual_button,0,0,54,1,2
